State,Action_0,Action_1,Action_2
276,-1.6413091042712518,439.2752277565399,-0.10117243000000002
277,-2.141367668028982,435.3374322469031,-0.09761762036162441
278,423.1669237445859,3.671132275112565,0.7315116579062152
279,-0.21884352088871306,-0.21884352088871306,-0.271
280,-0.20186219,0.0,-0.1
281,-0.38,0.0,-0.19
282,0.0,-0.20186219,-0.1
283,0.4,0.4,0.0
284,0.0,0.0,0.0
285,0.0,-0.38,-0.19
286,0.0,0.0,0.0
287,0.0,0.0,0.0
288,397.03612886922275,397.03612886922275,-0.270206119
289,0.0,0.0,0.0
290,0.0,0.0,0.0
291,0.0,0.0,0.0
292,0.0,0.0,0.0
293,0.0,0.0,0.0
294,0.0,0.0,0.0
295,0.0,0.0,0.0
296,0.0,0.0,0.0
297,425.260754442518,-0.9106732492450264,-0.271
298,-0.03463858484955001,-1.310023745022682,421.92928443462074
299,450.5670850768348,-2.0050323760840465,-0.2017
300,0.0,0.0,0.0
301,0.0,0.0,0.0
302,0.0,0.0,0.0
303,0.0,0.0,0.0
304,0.0,0.0,0.0
305,0.0,0.0,0.0
306,396.3313724195152,-0.6834590877596329,-0.18503926612991686
307,407.9021308151961,-0.44179308499062214,-0.262172071
308,449.5116451522475,-1.5681764279342167,-0.207669315781
309,0.0,0.0,0.0
310,0.0,0.0,0.0
311,0.0,0.0,0.0
312,0.0,0.0,0.0
313,0.0,0.0,0.0
314,0.0,0.0,0.0
315,-0.002429412579518412,414.4755366840084,-0.2611
316,0.10395000000000001,437.24877415703656,-0.64578619
317,0.0,466.95507401089765,-0.20030385448000002
318,0.0,0.0,0.0
319,0.0,0.0,0.0
320,0.0,0.0,0.0
321,0.0,0.0,0.0
322,0.0,0.0,0.0
323,0.0,0.0,0.0
324,-0.9106732492450264,425.260754442518,-0.271
325,0.0,0.0,0.0
326,0.0,0.0,0.0
327,-1.310023745022682,-0.03463858484955001,421.92928443462074
328,0.0,0.0,0.0
329,0.0,0.0,0.0
330,-2.0050323760840465,450.5670850768348,-0.2017
331,0.0,0.0,0.0
332,0.0,0.0,0.0
333,-0.632,-0.632,-0.2076908279176924
334,0.0,-0.5200909851936201,0.0
335,0.1,-1.72514589558741,0.0
336,-0.5200909851936201,0.0,0.0
337,0.0,0.0,0.0
338,0.0,0.0,0.0
339,-1.72514589558741,0.1,0.0
340,0.0,0.0,0.0
341,0.0,0.0,0.0
342,-0.49704158938711074,-0.6695208589529,397.94990285156405
343,-1.22294119864,-1.571831690331548,404.1502666008081
344,430.8927278074667,-1.819616197206525,-1.1705772618061943
345,-0.8286886123235355,-0.4815984438554299,428.02796563389995
346,-1.6269519694113657,-0.9420921314556161,431.30726807048245
347,433.4535355411811,-1.623081983971806,-0.6606449070419486
348,-1.9349885996708402,-0.5763179629957996,457.97223385057663
349,-1.8650124520836844,-1.3642110486181518,451.75603103321254
350,435.16283075374713,-2.015312879438253,-0.19483930000000002
351,-0.8832278100000001,434.26287477990525,-0.271
352,-0.1628396,462.3018639455434,-0.2314
353,-0.8375929475268145,492.39205020198455,-0.22050847083584257
354,-1.031421817074953,452.3276944644197,-0.27991000000000005
355,-1.269722861735338,472.78444744868744,0.12928432010537474
356,-0.5485300335179835,496.32331553741153,-0.029453909844090326
357,-0.16952495934980416,469.1398659653692,-1.06121541619
358,-0.8505265604024868,483.1433982599666,0.5143851118500046
359,0.1782295418585547,510.6411597942206,0.2658270551555151
360,-0.6834590877596329,396.3313724195152,-0.18503926612991686
361,0.0,0.0,0.0
362,0.0,0.0,0.0
363,-0.44179308499062214,407.9021308151961,-0.262172071
364,0.0,0.0,0.0
365,0.0,0.0,0.0
366,-1.5681764279342167,449.5116451522475,-0.207669315781
367,0.0,0.0,0.0
368,0.0,0.0,0.0
369,-0.6695208589529,-0.49704158938711074,397.94990285156405
370,-0.4815984438554299,-0.8286886123235355,428.02796563389995
371,-0.5763179629957996,-1.9349885996708402,457.97223385057663
372,-1.571831690331548,-1.22294119864,404.1502666008081
373,-0.9420921314556161,-1.6269519694113657,431.30726807048245
374,-1.3642110486181518,-1.8650124520836844,451.75603103321254
375,-1.819616197206525,430.8927278074667,-1.1705772618061943
376,-1.623081983971806,433.4535355411811,-0.6606449070419486
377,-2.015312879438253,435.16283075374713,-0.19483930000000002
378,36.68437747213636,36.68437747213636,-0.07923078010000001
379,-0.3822465695384,-0.2955461652456861,0.0
380,0.30825534811733635,75.45565780870722,-0.271
381,-0.2955461652456861,-0.3822465695384,0.0
382,0.0,0.0,0.0
383,4.323639304285784,33.44281927863391,20.88513262239477
384,75.45565780870722,0.30825534811733635,-0.271
385,33.44281927863391,4.323639304285784,20.88513262239477
386,0.7000000000000001,0.7000000000000001,0.0
387,-0.6147869210670669,407.67417845401656,-0.271
388,-0.641324,425.67481140957597,-0.2393596
389,-0.5422930300000001,460.77544682487314,0.09958694546765846
390,-0.6484862216911215,416.05549169590887,-0.23572362700000005
391,-0.9306480206407773,428.61357835781865,0.07726058037385997
392,-0.3576923236818009,458.7365517479963,0.3424742776589986
393,-1.4946042877248074,451.42032427403166,-0.2611
394,-1.6698429696563133,444.9967047189313,-0.04158571600000001
395,1.073598885071319,440.79499638150804,-0.2017
396,414.4755366840084,-0.002429412579518412,-0.2611
397,0.0,0.0,0.0
398,0.0,0.0,0.0
399,437.24877415703656,0.10395000000000001,-0.64578619
400,0.0,0.0,0.0
401,0.0,0.0,0.0
402,466.95507401089765,0.0,-0.20030385448000002
403,0.0,0.0,0.0
404,0.0,0.0,0.0
405,434.26287477990525,-0.8832278100000001,-0.271
406,452.3276944644197,-1.031421817074953,-0.27991000000000005
407,469.1398659653692,-0.16952495934980416,-1.06121541619
408,462.3018639455434,-0.1628396,-0.2314
409,472.78444744868744,-1.269722861735338,0.12928432010537474
410,483.1433982599666,-0.8505265604024868,0.5143851118500046
411,492.39205020198455,-0.8375929475268145,-0.22050847083584257
412,496.32331553741153,-0.5485300335179835,-0.029453909844090326
413,510.6411597942206,0.1782295418585547,0.2658270551555151
414,407.67417845401656,-0.6147869210670669,-0.271
415,416.05549169590887,-0.6484862216911215,-0.23572362700000005
416,451.42032427403166,-1.4946042877248074,-0.2611
417,425.67481140957597,-0.641324,-0.2393596
418,428.61357835781865,-0.9306480206407773,0.07726058037385997
419,444.9967047189313,-1.6698429696563133,-0.04158571600000001
420,460.77544682487314,-0.5422930300000001,0.09958694546765846
421,458.7365517479963,-0.3576923236818009,0.3424742776589986
422,440.79499638150804,1.073598885071319,-0.2017
423,0.0975705874204816,0.0975705874204816,-0.2734294125795184
424,0.0,1.05,9.895893820622579
425,0.0,0.0,0.0
426,1.05,0.0,9.895893820622579
427,0.0,0.0,-0.6000000000000001
428,0.0,0.0,0.0
429,0.0,0.0,0.0
430,0.0,0.0,0.0
431,0.0,0.0,0.0
