step,sim_time,sim_time_str,drain_count
0,0.0,00:00,0
1,0.0,00:00,0
2,0.0,00:00,0
3,0.0,00:00,0
4,0.0,00:00,0
5,0.0,00:00,0
6,0.0,00:00,0
7,0.0,00:00,0
8,0.0,00:00,0
9,0.0,00:00,0
10,0.0,00:00,0
11,0.0,00:00,0
12,0.0,00:00,0
13,0.0,00:00,0
14,0.0,00:00,0
15,0.0,00:00,0
16,0.0,00:00,0
17,0.0,00:00,0
18,0.0,00:00,0
19,0.0,00:00,0
20,0.0,00:00,0
21,0.0,00:00,0
22,0.0,00:00,0
23,0.0,00:00,0
24,0.0,00:00,0
25,0.0,00:00,0
26,0.0,00:00,0
27,0.0,00:00,0
28,0.0,00:00,0
29,0.0,00:00,0
30,0.0,00:00,0
31,0.0,00:00,0
32,0.0,00:00,0
33,0.0,00:00,0
34,0.0,00:00,0
35,0.0,00:00,0
36,0.0,00:00,0
37,0.0,00:00,0
38,0.0,00:00,0
39,0.0,00:00,0
40,0.0,00:00,0
41,0.0,00:00,0
42,0.0,00:00,0
43,0.0,00:00,0
44,34732.834013647225,09:38,10
45,34732.834013647225,09:38,10
46,34732.834013647225,09:38,10
47,34732.834013647225,09:38,10
48,34732.834013647225,09:38,10
49,34732.834013647225,09:38,10
50,34732.834013647225,09:38,10
51,34732.834013647225,09:38,10
52,34732.834013647225,09:38,10
53,34732.834013647225,09:38,10
54,34732.834013647225,09:38,10
55,34732.834013647225,09:38,10
56,34732.834013647225,09:38,10
57,34732.834013647225,09:38,10
58,34732.834013647225,09:38,10
59,34732.834013647225,09:38,10
60,34732.834013647225,09:38,10
61,34732.834013647225,09:38,10
62,48874.084013647225,13:34,20
63,48874.084013647225,13:34,20
64,48874.084013647225,13:34,20
65,48874.084013647225,13:34,20
66,48874.084013647225,13:34,20
67,48874.084013647225,13:34,20
68,53584.834013647225,14:53,30
69,53584.834013647225,14:53,30
70,53584.834013647225,14:53,30
71,53584.834013647225,14:53,30
72,53584.834013647225,14:53,30
73,53584.834013647225,14:53,30
74,53584.834013647225,14:53,30
75,53584.834013647225,14:53,30
76,53584.834013647225,14:53,30
77,53584.834013647225,14:53,30
78,53584.834013647225,14:53,30
79,53584.834013647225,14:53,30
80,53584.834013647225,14:53,30
81,53584.834013647225,14:53,30
82,53584.834013647225,14:53,30
83,53584.834013647225,14:53,30
84,53584.834013647225,14:53,30
85,53584.834013647225,14:53,30
86,53584.834013647225,14:53,30
87,53584.834013647225,14:53,30
88,53584.834013647225,14:53,30
89,53584.834013647225,14:53,30
90,53584.834013647225,14:53,30
91,53584.834013647225,14:53,30
92,53584.834013647225,14:53,30
93,53584.834013647225,14:53,30
94,53584.834013647225,14:53,30
95,74787.33401364723,20:46,40
96,74787.33401364723,20:46,40
97,74787.33401364723,20:46,40
98,74787.33401364723,20:46,40
99,74787.33401364723,20:46,40
100,74787.33401364723,20:46,40
101,74787.33401364723,20:46,40
102,74787.33401364723,20:46,40
103,74787.33401364723,20:46,40
