step,sim_time,sim_time_str,drain_count
0,0.0,00:00,0
1,0.0,00:00,0
2,0.0,00:00,0
3,0.0,00:00,0
4,0.0,00:00,0
5,0.0,00:00,0
6,0.0,00:00,0
7,0.0,00:00,0
8,0.0,00:00,0
9,0.0,00:00,0
10,0.0,00:00,0
11,0.0,00:00,0
12,0.0,00:00,0
13,0.0,00:00,0
14,0.0,00:00,0
15,0.0,00:00,0
16,0.0,00:00,0
17,0.0,00:00,0
18,0.0,00:00,0
19,0.0,00:00,0
20,0.0,00:00,0
21,0.0,00:00,0
22,0.0,00:00,0
23,0.0,00:00,0
24,0.0,00:00,0
25,0.0,00:00,0
26,0.0,00:00,0
27,0.0,00:00,0
28,0.0,00:00,0
29,0.0,00:00,0
30,0.0,00:00,0
31,0.0,00:00,0
32,0.0,00:00,0
33,0.0,00:00,0
34,26943.677508529516,07:29,10
35,26943.677508529516,07:29,10
36,26943.677508529516,07:29,10
37,26943.677508529516,07:29,10
38,26943.677508529516,07:29,10
39,26943.677508529516,07:29,10
40,26943.677508529516,07:29,10
41,26943.677508529516,07:29,10
42,26943.677508529516,07:29,10
43,26943.677508529516,07:29,10
44,26943.677508529516,07:29,10
45,26943.677508529516,07:29,10
46,26943.677508529516,07:29,10
47,26943.677508529516,07:29,10
48,26943.677508529516,07:29,10
49,26943.677508529516,07:29,10
50,26943.677508529516,07:29,10
51,26943.677508529516,07:29,10
52,26943.677508529516,07:29,10
53,26943.677508529516,07:29,10
54,26943.677508529516,07:29,10
55,26943.677508529516,07:29,10
56,44230.427508529516,12:17,20
57,44230.427508529516,12:17,20
58,44230.427508529516,12:17,20
59,44230.427508529516,12:17,20
60,44230.427508529516,12:17,20
61,44230.427508529516,12:17,20
62,44230.427508529516,12:17,20
63,44230.427508529516,12:17,20
64,44230.427508529516,12:17,20
65,44230.427508529516,12:17,20
66,44230.427508529516,12:17,20
67,44230.427508529516,12:17,20
68,44230.427508529516,12:17,20
69,44230.427508529516,12:17,20
70,44230.427508529516,12:17,20
71,44230.427508529516,12:17,20
72,44230.427508529516,12:17,20
73,44230.427508529516,12:17,20
74,44230.427508529516,12:17,20
75,59144.927508529516,16:25,30
76,59144.927508529516,16:25,30
77,59144.927508529516,16:25,30
78,59144.927508529516,16:25,30
79,59144.927508529516,16:25,30
80,59144.927508529516,16:25,30
81,59144.927508529516,16:25,30
82,59144.927508529516,16:25,30
83,59144.927508529516,16:25,30
84,59144.927508529516,16:25,30
85,59144.927508529516,16:25,30
86,59144.927508529516,16:25,30
87,59144.927508529516,16:25,30
88,59144.927508529516,16:25,30
89,70140.67750852951,19:29,40
90,70140.67750852951,19:29,40
91,70140.67750852951,19:29,40
92,70140.67750852951,19:29,40
93,70140.67750852951,19:29,40
94,70140.67750852951,19:29,40
95,70140.67750852951,19:29,40
96,70140.67750852951,19:29,40
97,70140.67750852951,19:29,40
98,70140.67750852951,19:29,40
99,70140.67750852951,19:29,40
100,70140.67750852951,19:29,40
