step,sim_time,sim_time_str,drain_count
203,160258.68567229618,2670:59,100
204,160258.68567229618,2670:59,100
205,160258.68567229618,2670:59,100
206,160258.68567229618,2670:59,100
207,160258.68567229618,2670:59,100
208,160258.68567229618,2670:59,100
209,160258.68567229618,2670:59,100
210,160258.68567229618,2670:59,100
211,160258.68567229618,2670:59,100
212,160258.68567229618,2670:59,100
213,160258.68567229618,2670:59,100
214,160258.68567229618,2670:59,100
215,160258.68567229618,2670:59,100
216,160258.68567229618,2670:59,100
217,160258.68567229618,2670:59,100
218,160258.68567229618,2670:59,100
219,160258.68567229618,2670:59,100
220,160258.68567229618,2670:59,100
221,160258.68567229618,2670:59,100
222,160258.68567229618,2670:59,100
223,160258.68567229618,2670:59,100
224,160258.68567229618,2670:59,100
225,160258.68567229618,2670:59,100
226,160258.68567229618,2670:59,100
227,160258.68567229618,2670:59,100
228,160258.68567229618,2670:59,100
229,160258.68567229618,2670:59,100
230,160258.68567229618,2670:59,100
231,160258.68567229618,2670:59,100
232,160258.68567229618,2670:59,100
233,160258.68567229618,2670:59,100
234,160258.68567229618,2670:59,100
235,160258.68567229618,2670:59,100
236,160258.68567229618,2670:59,100
237,160258.68567229618,2670:59,100
238,160258.68567229618,2670:59,100
239,160258.68567229618,2670:59,100
240,160258.68567229618,2670:59,100
241,160258.68567229618,2670:59,100
242,160258.68567229618,2670:59,100
243,191806.93771323786,3196:47,110
244,191806.93771323786,3196:47,110
245,191806.93771323786,3196:47,110
246,191806.93771323786,3196:47,110
247,191806.93771323786,3196:47,110
248,191806.93771323786,3196:47,110
249,191806.93771323786,3196:47,110
250,191806.93771323786,3196:47,110
251,191806.93771323786,3196:47,110
252,191806.93771323786,3196:47,110
253,191806.93771323786,3196:47,110
254,191806.93771323786,3196:47,110
255,201275.20871664968,3354:35,120
256,201275.20871664968,3354:35,120
257,201275.20871664968,3354:35,120
258,201275.20871664968,3354:35,120
259,201275.20871664968,3354:35,120
260,201275.20871664968,3354:35,120
261,201275.20871664968,3354:35,120
262,201275.20871664968,3354:35,120
263,201275.20871664968,3354:35,120
264,201275.20871664968,3354:35,120
265,209171.0007234733,3486:11,130
266,209171.0007234733,3486:11,130
267,209171.0007234733,3486:11,130
268,209171.0007234733,3486:11,130
269,209171.0007234733,3486:11,130
270,209171.0007234733,3486:11,130
271,209171.0007234733,3486:11,130
272,209171.0007234733,3486:11,130
273,209171.0007234733,3486:11,130
274,209171.0007234733,3486:11,130
275,209171.0007234733,3486:11,130
276,209171.0007234733,3486:11,130
277,209171.0007234733,3486:11,130
278,209171.0007234733,3486:11,130
279,209171.0007234733,3486:11,130
280,209171.0007234733,3486:11,130
281,209171.0007234733,3486:11,130
282,209171.0007234733,3486:11,130
283,209171.0007234733,3486:11,130
284,209171.0007234733,3486:11,130
285,209171.0007234733,3486:11,130
286,209171.0007234733,3486:11,130
287,209171.0007234733,3486:11,130
288,209171.0007234733,3486:11,130
289,209171.0007234733,3486:11,130
290,209171.0007234733,3486:11,130
291,209171.0007234733,3486:11,130
292,209171.0007234733,3486:11,130
293,209171.0007234733,3486:11,130
294,209171.0007234733,3486:11,130
295,209171.0007234733,3486:11,130
296,209171.0007234733,3486:11,130
297,209171.0007234733,3486:11,130
298,209171.0007234733,3486:11,130
299,236005.09625929725,3933:25,140
300,236005.09625929725,3933:25,140
301,236005.09625929725,3933:25,140
302,236005.09625929725,3933:25,140
303,236005.09625929725,3933:25,140
304,236005.09625929725,3933:25,140
305,236005.09625929725,3933:25,140
306,236005.09625929725,3933:25,140
307,236005.09625929725,3933:25,140
308,236005.09625929725,3933:25,140
309,236005.09625929725,3933:25,140
310,236005.09625929725,3933:25,140
311,236005.09625929725,3933:25,140
312,236005.09625929725,3933:25,140
313,247053.00276441497,4117:33,150
314,247053.00276441497,4117:33,150
315,247053.00276441497,4117:33,150
316,247053.00276441497,4117:33,150
317,247053.00276441497,4117:33,150
318,247053.00276441497,4117:33,150
319,247053.00276441497,4117:33,150
320,247053.00276441497,4117:33,150
321,247053.00276441497,4117:33,150
322,247053.00276441497,4117:33,150
323,247053.00276441497,4117:33,150
324,247053.00276441497,4117:33,150
325,247053.00276441497,4117:33,150
326,247053.00276441497,4117:33,150
327,247053.00276441497,4117:33,150
328,247053.00276441497,4117:33,150
329,259669.6287848858,4327:50,160
330,259669.6287848858,4327:50,160
331,259669.6287848858,4327:50,160
332,259669.6287848858,4327:50,160
333,259669.6287848858,4327:50,160
334,259669.6287848858,4327:50,160
335,259669.6287848858,4327:50,160
336,259669.6287848858,4327:50,160
337,259669.6287848858,4327:50,160
338,259669.6287848858,4327:50,160
339,259669.6287848858,4327:50,160
340,259669.6287848858,4327:50,160
341,259669.6287848858,4327:50,160
342,259669.6287848858,4327:50,160
343,259669.6287848858,4327:50,160
344,259669.6287848858,4327:50,160
345,259669.6287848858,4327:50,160
346,259669.6287848858,4327:50,160
347,259669.6287848858,4327:50,160
348,259669.6287848858,4327:50,160
349,259669.6287848858,4327:50,160
350,259669.6287848858,4327:50,160
351,259669.6287848858,4327:50,160
352,259669.6287848858,4327:50,160
353,259669.6287848858,4327:50,160
354,259669.6287848858,4327:50,160
355,259669.6287848858,4327:50,160
356,259669.6287848858,4327:50,160
357,281750.91131047433,4695:51,170
358,281750.91131047433,4695:51,170
359,281750.91131047433,4695:51,170
360,281750.91131047433,4695:51,170
361,281750.91131047433,4695:51,170
362,281750.91131047433,4695:51,170
363,281750.91131047433,4695:51,170
364,281750.91131047433,4695:51,170
365,281750.91131047433,4695:51,170
366,281750.91131047433,4695:51,170
367,281750.91131047433,4695:51,170
368,281750.91131047433,4695:51,170
369,281750.91131047433,4695:51,170
370,281750.91131047433,4695:51,170
371,281750.91131047433,4695:51,170
372,281750.91131047433,4695:51,170
373,294376.06781559205,4906:16,180
374,294376.06781559205,4906:16,180
375,294376.06781559205,4906:16,180
376,294376.06781559205,4906:16,180
377,294376.06781559205,4906:16,180
378,294376.06781559205,4906:16,180
379,294376.06781559205,4906:16,180
380,299913.5888190039,4998:34,190
381,299913.5888190039,4998:34,190
382,299913.5888190039,4998:34,190
383,299913.5888190039,4998:34,190
384,299913.5888190039,4998:34,190
385,299913.5888190039,4998:34,190
386,299913.5888190039,4998:34,190
387,299913.5888190039,4998:34,190
388,299913.5888190039,4998:34,190
389,299913.5888190039,4998:34,190
390,299913.5888190039,4998:34,190
391,299913.5888190039,4998:34,190
392,299913.5888190039,4998:34,190
393,299913.5888190039,4998:34,190
394,299913.5888190039,4998:34,190
395,299913.5888190039,4998:34,190
396,299913.5888190039,4998:34,190
397,299913.5888190039,4998:34,190
398,299913.5888190039,4998:34,190
399,299913.5888190039,4998:34,190
400,299913.5888190039,4998:34,190
401,299913.5888190039,4998:34,190
402,299913.5888190039,4998:34,190
403,299913.5888190039,4998:34,190
404,299913.5888190039,4998:34,190
405,299913.5888190039,4998:34,190
406,299913.5888190039,4998:34,190
407,299913.5888190039,4998:34,190
408,322049.75684629835,5367:30,200
409,322049.75684629835,5367:30,200
410,322049.75684629835,5367:30,200
411,322049.75684629835,5367:30,200
412,322049.75684629835,5367:30,200
413,322049.75684629835,5367:30,200
414,322049.75684629835,5367:30,200
415,322049.75684629835,5367:30,200
416,322049.75684629835,5367:30,200
417,322049.75684629835,5367:30,200
418,322049.75684629835,5367:30,200
419,322049.75684629835,5367:30,200
420,322049.75684629835,5367:30,200
421,322049.75684629835,5367:30,200
422,322049.75684629835,5367:30,200
423,333952.3923480042,5565:52,210
424,333952.3923480042,5565:52,210
425,333952.3923480042,5565:52,210
426,333952.3923480042,5565:52,210
427,337134.6423480042,5618:55,220
428,337134.6423480042,5618:55,220
429,337134.6423480042,5618:55,220
430,337134.6423480042,5618:55,220
431,337134.6423480042,5618:55,220
432,337134.6423480042,5618:55,220
433,337134.6423480042,5618:55,220
434,337134.6423480042,5618:55,220
435,337134.6423480042,5618:55,220
436,337134.6423480042,5618:55,220
437,337134.6423480042,5618:55,220
438,337134.6423480042,5618:55,220
439,337134.6423480042,5618:55,220
440,337134.6423480042,5618:55,220
441,337134.6423480042,5618:55,220
442,337134.6423480042,5618:55,220
443,337134.6423480042,5618:55,220
444,337134.6423480042,5618:55,220
445,337134.6423480042,5618:55,220
446,337134.6423480042,5618:55,220
447,337134.6423480042,5618:55,220
448,337134.6423480042,5618:55,220
449,337134.6423480042,5618:55,220
450,337134.6423480042,5618:55,220
451,337134.6423480042,5618:55,220
452,337134.6423480042,5618:55,220
453,337134.6423480042,5618:55,220
454,337134.6423480042,5618:55,220
455,337134.6423480042,5618:55,220
456,337134.6423480042,5618:55,220
457,360843.2168804164,6014:03,230
458,360843.2168804164,6014:03,230
459,360843.2168804164,6014:03,230
460,360843.2168804164,6014:03,230
461,360843.2168804164,6014:03,230
462,360843.2168804164,6014:03,230
463,360843.2168804164,6014:03,230
464,360843.2168804164,6014:03,230
465,360843.2168804164,6014:03,230
466,360843.2168804164,6014:03,230
467,360843.2168804164,6014:03,230
468,360843.2168804164,6014:03,230
469,360843.2168804164,6014:03,230
470,360843.2168804164,6014:03,230
471,360843.2168804164,6014:03,230
472,360843.2168804164,6014:03,230
473,360843.2168804164,6014:03,230
474,360843.2168804164,6014:03,230
475,360843.2168804164,6014:03,230
476,360843.2168804164,6014:03,230
477,376624.0298906518,6277:04,240
478,376624.0298906518,6277:04,240
479,376624.0298906518,6277:04,240
480,376624.0298906518,6277:04,240
481,376624.0298906518,6277:04,240
482,376624.0298906518,6277:04,240
483,376624.0298906518,6277:04,240
484,376624.0298906518,6277:04,240
485,376624.0298906518,6277:04,240
486,376624.0298906518,6277:04,240
487,376624.0298906518,6277:04,240
488,376624.0298906518,6277:04,240
489,376624.0298906518,6277:04,240
490,376624.0298906518,6277:04,240
491,376624.0298906518,6277:04,240
492,376624.0298906518,6277:04,240
493,376624.0298906518,6277:04,240
494,376624.0298906518,6277:04,240
495,376624.0298906518,6277:04,240
496,376624.0298906518,6277:04,240
497,376624.0298906518,6277:04,240
498,376624.0298906518,6277:04,240
499,376624.0298906518,6277:04,240
500,376624.0298906518,6277:04,240
501,376624.0298906518,6277:04,240
502,376624.0298906518,6277:04,240
503,376624.0298906518,6277:04,240
504,376624.0298906518,6277:04,240
505,376624.0298906518,6277:04,240
506,376624.0298906518,6277:04,240
507,400274.104423064,6671:14,250
508,400274.104423064,6671:14,250
509,401854.354423064,6697:34,260
510,401854.354423064,6697:34,260
511,401854.354423064,6697:34,260
512,401854.354423064,6697:34,260
513,401854.354423064,6697:34,260
514,401854.354423064,6697:34,260
515,401854.354423064,6697:34,260
516,401854.354423064,6697:34,260
517,401854.354423064,6697:34,260
518,401854.354423064,6697:34,260
519,401854.354423064,6697:34,260
520,401854.354423064,6697:34,260
521,401854.354423064,6697:34,260
522,401854.354423064,6697:34,260
523,401854.354423064,6697:34,260
524,401854.354423064,6697:34,260
525,401854.354423064,6697:34,260
526,401854.354423064,6697:34,260
527,401854.354423064,6697:34,260
528,401854.354423064,6697:34,260
529,401854.354423064,6697:34,260
530,401854.354423064,6697:34,260
531,401854.354423064,6697:34,260
532,401854.354423064,6697:34,260
533,420782.9804435348,7013:03,270
534,420782.9804435348,7013:03,270
535,420782.9804435348,7013:03,270
536,420782.9804435348,7013:03,270
537,420782.9804435348,7013:03,270
538,420782.9804435348,7013:03,270
539,420782.9804435348,7013:03,270
540,420782.9804435348,7013:03,270
541,420782.9804435348,7013:03,270
542,420782.9804435348,7013:03,270
543,420782.9804435348,7013:03,270
544,420782.9804435348,7013:03,270
545,420782.9804435348,7013:03,270
546,420782.9804435348,7013:03,270
547,420782.9804435348,7013:03,270
548,420782.9804435348,7013:03,270
549,420782.9804435348,7013:03,270
550,420782.9804435348,7013:03,270
551,420782.9804435348,7013:03,270
552,420782.9804435348,7013:03,270
553,420782.9804435348,7013:03,270
554,420782.9804435348,7013:03,270
555,420782.9804435348,7013:03,270
556,420782.9804435348,7013:03,270
557,420782.9804435348,7013:03,270
558,420782.9804435348,7013:03,270
559,441288.2419657115,7354:48,280
560,441288.2419657115,7354:48,280
561,441288.2419657115,7354:48,280
562,441288.2419657115,7354:48,280
563,441288.2419657115,7354:48,280
564,441288.2419657115,7354:48,280
565,441288.2419657115,7354:48,280
566,441288.2419657115,7354:48,280
567,441288.2419657115,7354:48,280
568,441288.2419657115,7354:48,280
569,441288.2419657115,7354:48,280
570,441288.2419657115,7354:48,280
571,441288.2419657115,7354:48,280
572,441288.2419657115,7354:48,280
573,441288.2419657115,7354:48,280
574,441288.2419657115,7354:48,280
575,441288.2419657115,7354:48,280
576,441288.2419657115,7354:48,280
577,441288.2419657115,7354:48,280
578,441288.2419657115,7354:48,280
579,441288.2419657115,7354:48,280
580,457868.2114810647,7631:08,290
581,457868.2114810647,7631:08,290
582,457868.2114810647,7631:08,290
583,457868.2114810647,7631:08,290
584,457868.2114810647,7631:08,290
585,457868.2114810647,7631:08,290
586,457868.2114810647,7631:08,290
587,457868.2114810647,7631:08,290
588,464187.98248447647,7736:28,300
589,464187.98248447647,7736:28,300
590,464187.98248447647,7736:28,300
591,464187.98248447647,7736:28,300
592,464187.98248447647,7736:28,300
593,464187.98248447647,7736:28,300
594,464187.98248447647,7736:28,300
595,464187.98248447647,7736:28,300
596,464187.98248447647,7736:28,300
597,464187.98248447647,7736:28,300
598,464187.98248447647,7736:28,300
599,464187.98248447647,7736:28,300
600,464187.98248447647,7736:28,300
601,464187.98248447647,7736:28,300
602,464187.98248447647,7736:28,300
603,464187.98248447647,7736:28,300
604,464187.98248447647,7736:28,300
605,464187.98248447647,7736:28,300
606,464187.98248447647,7736:28,300
607,464187.98248447647,7736:28,300
608,464187.98248447647,7736:28,300
609,464187.98248447647,7736:28,300
610,464187.98248447647,7736:28,300
611,464187.98248447647,7736:28,300
612,464187.98248447647,7736:28,300
613,464187.98248447647,7736:28,300
614,464187.98248447647,7736:28,300
615,464187.98248447647,7736:28,300
616,464187.98248447647,7736:28,300
617,464187.98248447647,7736:28,300
618,464187.98248447647,7736:28,300
619,464187.98248447647,7736:28,300
620,464187.98248447647,7736:28,300
621,464187.98248447647,7736:28,300
622,464187.98248447647,7736:28,300
623,464187.98248447647,7736:28,300
624,464187.98248447647,7736:28,300
625,464187.98248447647,7736:28,300
626,464187.98248447647,7736:28,300
627,464187.98248447647,7736:28,300
628,464187.98248447647,7736:28,300
629,464187.98248447647,7736:28,300
630,464187.98248447647,7736:28,300
631,464187.98248447647,7736:28,300
632,464187.98248447647,7736:28,300
633,464187.98248447647,7736:28,300
634,500457.06853906537,8340:57,310
635,500457.06853906537,8340:57,310
636,500457.06853906537,8340:57,310
637,500457.06853906537,8340:57,310
638,500457.06853906537,8340:57,310
639,500457.06853906537,8340:57,310
640,500457.06853906537,8340:57,310
641,500457.06853906537,8340:57,310
642,506771.45404077123,8446:11,320
643,506771.45404077123,8446:11,320
644,506771.45404077123,8446:11,320
645,506771.45404077123,8446:11,320
646,506771.45404077123,8446:11,320
647,506771.45404077123,8446:11,320
648,506771.45404077123,8446:11,320
649,512285.45404077123,8538:05,330
650,512285.45404077123,8538:05,330
651,512285.45404077123,8538:05,330
652,512285.45404077123,8538:05,330
653,512285.45404077123,8538:05,330
654,512285.45404077123,8538:05,330
655,512285.45404077123,8538:05,330
656,512285.45404077123,8538:05,330
657,512285.45404077123,8538:05,330
658,512285.45404077123,8538:05,330
659,512285.45404077123,8538:05,330
660,512285.45404077123,8538:05,330
661,512285.45404077123,8538:05,330
662,512285.45404077123,8538:05,330
663,512285.45404077123,8538:05,330
664,512285.45404077123,8538:05,330
665,512285.45404077123,8538:05,330
666,512285.45404077123,8538:05,330
667,512285.45404077123,8538:05,330
668,512285.45404077123,8538:05,330
669,512285.45404077123,8538:05,330
670,512285.45404077123,8538:05,330
671,512285.45404077123,8538:05,330
672,512285.45404077123,8538:05,330
673,512285.45404077123,8538:05,330
674,512285.45404077123,8538:05,330
675,512285.45404077123,8538:05,330
676,512285.45404077123,8538:05,330
677,512285.45404077123,8538:05,330
678,512285.45404077123,8538:05,330
679,512285.45404077123,8538:05,330
680,512285.45404077123,8538:05,330
681,512285.45404077123,8538:05,330
682,512285.45404077123,8538:05,330
683,512285.45404077123,8538:05,330
684,539906.0285731835,8998:26,340
685,539906.0285731835,8998:26,340
686,539906.0285731835,8998:26,340
687,539906.0285731835,8998:26,340
688,539906.0285731835,8998:26,340
689,539906.0285731835,8998:26,340
690,544643.7785731835,9077:24,350
691,544643.7785731835,9077:24,350
692,544643.7785731835,9077:24,350
693,544643.7785731835,9077:24,350
694,544643.7785731835,9077:24,350
695,544643.7785731835,9077:24,350
696,544643.7785731835,9077:24,350
697,544643.7785731835,9077:24,350
698,544643.7785731835,9077:24,350
699,544643.7785731835,9077:24,350
700,544643.7785731835,9077:24,350
701,553363.5495765952,9222:44,360
702,553363.5495765952,9222:44,360
703,553363.5495765952,9222:44,360
704,553363.5495765952,9222:44,360
705,553363.5495765952,9222:44,360
706,553363.5495765952,9222:44,360
707,553363.5495765952,9222:44,360
708,553363.5495765952,9222:44,360
709,553363.5495765952,9222:44,360
710,553363.5495765952,9222:44,360
711,553363.5495765952,9222:44,360
712,553363.5495765952,9222:44,360
713,553363.5495765952,9222:44,360
714,553363.5495765952,9222:44,360
715,553363.5495765952,9222:44,360
716,553363.5495765952,9222:44,360
717,553363.5495765952,9222:44,360
718,553363.5495765952,9222:44,360
719,553363.5495765952,9222:44,360
720,553363.5495765952,9222:44,360
721,553363.5495765952,9222:44,360
722,553363.5495765952,9222:44,360
723,553363.5495765952,9222:44,360
724,553363.5495765952,9222:44,360
725,553363.5495765952,9222:44,360
726,553363.5495765952,9222:44,360
727,573929.0821021837,9565:29,370
728,573929.0821021837,9565:29,370
729,573929.0821021837,9565:29,370
730,573929.0821021837,9565:29,370
731,573929.0821021837,9565:29,370
732,573929.0821021837,9565:29,370
733,573929.0821021837,9565:29,370
734,573929.0821021837,9565:29,370
735,573929.0821021837,9565:29,370
736,573929.0821021837,9565:29,370
737,573929.0821021837,9565:29,370
738,573929.0821021837,9565:29,370
739,573929.0821021837,9565:29,370
740,573929.0821021837,9565:29,370
741,573929.0821021837,9565:29,370
742,573929.0821021837,9565:29,370
743,573929.0821021837,9565:29,370
744,573929.0821021837,9565:29,370
745,573929.0821021837,9565:29,370
746,573929.0821021837,9565:29,370
747,573929.0821021837,9565:29,370
748,573929.0821021837,9565:29,370
749,573929.0821021837,9565:29,370
750,573929.0821021837,9565:29,370
751,573929.0821021837,9565:29,370
752,573929.0821021837,9565:29,370
753,573929.0821021837,9565:29,370
754,573929.0821021837,9565:29,370
755,596018.7501294782,9933:39,380
756,596018.7501294782,9933:39,380
757,596018.7501294782,9933:39,380
758,596018.7501294782,9933:39,380
759,596018.7501294782,9933:39,380
760,596018.7501294782,9933:39,380
761,596018.7501294782,9933:39,380
762,596018.7501294782,9933:39,380
763,596018.7501294782,9933:39,380
764,596018.7501294782,9933:39,380
765,596018.7501294782,9933:39,380
766,596018.7501294782,9933:39,380
767,605493.6356311841,10091:34,390
768,605493.6356311841,10091:34,390
769,605493.6356311841,10091:34,390
770,605493.6356311841,10091:34,390
771,605493.6356311841,10091:34,390
772,605493.6356311841,10091:34,390
773,605493.6356311841,10091:34,390
774,605493.6356311841,10091:34,390
775,605493.6356311841,10091:34,390
776,605493.6356311841,10091:34,390
777,605493.6356311841,10091:34,390
778,605493.6356311841,10091:34,390
779,605493.6356311841,10091:34,390
780,605493.6356311841,10091:34,390
781,616534.8551465373,10275:35,400
782,616534.8551465373,10275:35,400
783,616534.8551465373,10275:35,400
784,616534.8551465373,10275:35,400
785,616534.8551465373,10275:35,400
786,616534.8551465373,10275:35,400
787,616534.8551465373,10275:35,400
788,616534.8551465373,10275:35,400
789,616534.8551465373,10275:35,400
790,616534.8551465373,10275:35,400
791,616534.8551465373,10275:35,400
792,616534.8551465373,10275:35,400
793,616534.8551465373,10275:35,400
794,616534.8551465373,10275:35,400
795,616534.8551465373,10275:35,400
796,616534.8551465373,10275:35,400
797,616534.8551465373,10275:35,400
798,616534.8551465373,10275:35,400
799,616534.8551465373,10275:35,400
800,616534.8551465373,10275:35,400
801,616534.8551465373,10275:35,400
802,616534.8551465373,10275:35,400
803,616534.8551465373,10275:35,400
804,616534.8551465373,10275:35,400
805,616534.8551465373,10275:35,400
806,616534.8551465373,10275:35,400
807,616534.8551465373,10275:35,400
808,616534.8551465373,10275:35,400
809,616534.8551465373,10275:35,400
810,616534.8551465373,10275:35,400
811,616534.8551465373,10275:35,400
812,616534.8551465373,10275:35,400
813,616534.8551465373,10275:35,400
814,616534.8551465373,10275:35,400
815,616534.8551465373,10275:35,400
816,616534.8551465373,10275:35,400
817,616534.8551465373,10275:35,400
818,616534.8551465373,10275:35,400
819,646507.0861840671,10775:07,410
820,646507.0861840671,10775:07,410
821,646507.0861840671,10775:07,410
822,646507.0861840671,10775:07,410
823,646507.0861840671,10775:07,410
824,646507.0861840671,10775:07,410
825,646507.0861840671,10775:07,410
826,646507.0861840671,10775:07,410
827,646507.0861840671,10775:07,410
828,646507.0861840671,10775:07,410
829,646507.0861840671,10775:07,410
830,646507.0861840671,10775:07,410
831,646507.0861840671,10775:07,410
832,656748.6071874789,10945:49,420
833,656748.6071874789,10945:49,420
834,656748.6071874789,10945:49,420
835,656748.6071874789,10945:49,420
836,656748.6071874789,10945:49,420
837,656748.6071874789,10945:49,420
