step,sim_time,sim_time_str,drain_count
0,0.0,00:00,0
1,0.0,00:00,0
2,0.0,00:00,0
3,0.0,00:00,0
4,0.0,00:00,0
5,0.0,00:00,0
6,0.0,00:00,0
7,0.0,00:00,0
8,0.0,00:00,0
9,0.0,00:00,0
10,0.0,00:00,0
11,0.0,00:00,0
12,0.0,00:00,0
13,0.0,00:00,0
14,0.0,00:00,0
15,0.0,00:00,0
16,0.0,00:00,0
17,0.0,00:00,0
18,0.0,00:00,0
19,0.0,00:00,0
20,0.0,00:00,0
21,0.0,00:00,0
22,0.0,00:00,0
23,0.0,00:00,0
24,0.0,00:00,0
25,0.0,00:00,0
26,0.0,00:00,0
27,0.0,00:00,0
28,0.0,00:00,0
29,0.0,00:00,0
30,0.0,00:00,0
31,0.0,00:00,0
32,0.0,00:00,0
33,0.0,00:00,0
34,26992.689030706257,07:29,10
35,26992.689030706257,07:29,10
36,26992.689030706257,07:29,10
37,26992.689030706257,07:29,10
38,26992.689030706257,07:29,10
39,26992.689030706257,07:29,10
40,26992.689030706257,07:29,10
41,26992.689030706257,07:29,10
42,26992.689030706257,07:29,10
43,26992.689030706257,07:29,10
44,26992.689030706257,07:29,10
45,26992.689030706257,07:29,10
46,26992.689030706257,07:29,10
47,26992.689030706257,07:29,10
48,26992.689030706257,07:29,10
49,26992.689030706257,07:29,10
50,26992.689030706257,07:29,10
51,26992.689030706257,07:29,10
52,41211.86653923577,11:26,20
53,41211.86653923577,11:26,20
54,41211.86653923577,11:26,20
55,41211.86653923577,11:26,20
56,44369.36653923577,12:19,30
57,44369.36653923577,12:19,30
58,44369.36653923577,12:19,30
59,44369.36653923577,12:19,30
60,44369.36653923577,12:19,30
61,44369.36653923577,12:19,30
62,44369.36653923577,12:19,30
63,44369.36653923577,12:19,30
64,44369.36653923577,12:19,30
65,44369.36653923577,12:19,30
66,44369.36653923577,12:19,30
67,44369.36653923577,12:19,30
68,44369.36653923577,12:19,30
69,44369.36653923577,12:19,30
70,44369.36653923577,12:19,30
71,44369.36653923577,12:19,30
72,44369.36653923577,12:19,30
73,57814.200552883,16:03,40
74,57814.200552883,16:03,40
75,57814.200552883,16:03,40
76,57814.200552883,16:03,40
77,57814.200552883,16:03,40
78,57814.200552883,16:03,40
79,57814.200552883,16:03,40
80,57814.200552883,16:03,40
81,57814.200552883,16:03,40
82,57814.200552883,16:03,40
83,57814.200552883,16:03,40
84,57814.200552883,16:03,40
85,57814.200552883,16:03,40
86,57814.200552883,16:03,40
87,57814.200552883,16:03,40
88,57814.200552883,16:03,40
89,57814.200552883,16:03,40
90,57814.200552883,16:03,40
91,57814.200552883,16:03,40
92,57814.200552883,16:03,40
93,57814.200552883,16:03,40
94,57814.200552883,16:03,40
95,57814.200552883,16:03,40
96,57814.200552883,16:03,40
97,57814.200552883,16:03,40
98,57814.200552883,16:03,40
99,57814.200552883,16:03,40
100,57814.200552883,16:03,40
101,57814.200552883,16:03,40
102,57814.200552883,16:03,40
